country_name,year,population,gdp_pc,combined_medals_count
Guatemala,2012,14781942,3355.03,1
Guatemala,2014,15306316,3779.63,0
Guatemala,2016,15827690,4173.28,0
Guatemala,2018,16346950,4485.75,0
Guatemala,2020,16858333,4609.9,0
Guatemala,2022,17357886,5473.21,0
Guam,1984,121885,,0
Guam,1988,133079,,0
Guam,1992,143173,,0
Guam,1994,147843,,0
Guam,1996,152261,,0
Guam,1998,156357,,0
Guam,2000,160188,,0
Guam,2002,162563,20878.06,0
Guam,2004,164004,23590.89,0
Guam,2006,164675,25735.54,0
Guam,2008,164725,28277.43,0
Guam,2010,164905,30011.22,0
Guam,2012,166392,31642.15,0
Guam,2014,167543,33483.94,0
Guam,2016,168346,35052.81,0
Guam,2018,168678,35873.08,0
Guam,2020,169231,34958.13,0
Guam,2022,171774,40227.28,0
Guyana,1984,776007,563.95,0
Guyana,1988,758450,545.59,0
Guyana,1992,744998,501.44,0
Guyana,1994,749546,721.6,0
Guyana,1996,753571,936.08,0
Guyana,1998,756697,948.24,0
Guyana,2000,759051,938.89,0
Guyana,2002,760323,955.03,0
Guyana,2004,760424,1036.02,0
Guyana,2006,758367,3138.08,0
Guyana,2008,754150,4011.39,0
Guyana,2010,747932,4589.87,0
Guyana,2012,743966,5461.39,0
Guyana,2014,751115,5495.38,0
Guyana,2016,759087,5905.38,0
Guyana,2018,785514,6094.91,0
Guyana,2020,797202,6863.07,0
Guyana,2022,808726,18199.47,0
Honduras,1984,4261919,1153.31,0
Honduras,1988,4778114,1235.37,0
Honduras,1992,5344774,924.96,0
Honduras,1994,5652934,821.22,0
Honduras,1996,5976550,872.58,0
Honduras,1998,6308537,1009.16,0
Honduras,2000,6656725,1079.61,0
Honduras,2002,7019908,1119.42,0
Honduras,2004,7383407,1201.25,0
Honduras,2006,7745200,1409.58,0
Honduras,2008,8101777,1713.42,0
Honduras,2010,8450933,1874.27,0
Honduras,2012,8792367,2107.35,0
Honduras,2014,9127846,2164.42,0
Honduras,2016,9460798,2295.54,0
Honduras,2018,9792850,2457.69,0
Honduras,2020,10121763,2307.13,0
Honduras,2022,10432860,3012.22,0
Croatia,1984,4680285,,0
Croatia,1988,4755207,,0
Croatia,1992,4575818,2321.15,3
Croatia,1994,4652024,3237.93,0
Croatia,1996,4557097,5298.89,2
Croatia,1998,4532135,5711.49,0
Croatia,2000,4468302,4952.31,2
Croatia,2002,4302174,6219.64,4
Croatia,2004,4304600,9723.36,5
Croatia,2006,4311159,11505.41,3
Croatia,2008,4309705,15900.47,5
Croatia,2010,4295427,13697.45,3
Croatia,2012,4267558,13452.98,6
Croatia,2014,4238389,14035.86,1
Croatia,2016,4174349,12634.32,10
Croatia,2018,4087843,15132.96,0
Croatia,2020,4047680,14383.87,8
Croatia,2022,3855641,18673.18,0
Haiti,1984,6119932,296.77,0
Haiti,1988,6644959,393.37,0
Haiti,1992,7205780,313.24,0
Haiti,1994,7486091,289.55,0
Haiti,1996,7770593,374.17,0
Haiti,1998,8060896,461.97,0
Haiti,2000,8360225,815.0,0
Haiti,2002,8661546,716.48,0
Haiti,2004,8961489,679.28,0
Haiti,2006,9266288,824.36,0
Haiti,2008,9575247,1089.58,0
Haiti,2010,9842880,1204.86,0
Haiti,2012,10108539,1356.17,0
Haiti,2014,10412740,1454.65,0
Haiti,2016,10713849,1313.19,0
Haiti,2018,11012421,1489.58,0
Haiti,2020,11306801,1283.14,0
Haiti,2022,11584996,1748.26,0
Hungary,1984,10668095,1984.74,0
Hungary,1988,10596487,2803.06,23
Hungary,1992,10369341,3735.11,30
Hungary,1994,10343355,4173.37,0
Hungary,1996,10311238,4525.04,21
Hungary,1998,10266570,4744.21,0
Hungary,2000,10210971,4624.28,17
Hungary,2002,10158608,6655.33,0
Hungary,2004,10107146,10301.7,17
Hungary,2006,10071370,11489.56,0
Hungary,2008,10038188,15772.33,10
Hungary,2010,10000023,13217.5,0
Hungary,2012,9920362,12984.84,18
Hungary,2014,9866468,14294.26,0
Hungary,2016,9814023,13104.7,15
Hungary,2018,9775564,16425.21,1
Hungary,2020,9750149,16131.95,20
Hungary,2022,9643048,18355.83,3
Indonesia,1984,162331962,522.72,0
Indonesia,1988,175694647,479.81,1
Indonesia,1992,188558416,678.98,5
Indonesia,1994,194928533,907.47,0
Indonesia,1996,201373791,1129.09,4
Indonesia,1998,207855486,459.19,0
Indonesia,2000,214072421,770.87,6
Indonesia,2002,220115092,888.9,0
Indonesia,2004,225938595,1136.76,4
Indonesia,2006,231797427,1572.8,0
Indonesia,2008,237936543,2144.39,6
Indonesia,2010,244016173,3094.44,0
Indonesia,2012,250222695,3668.21,3
Indonesia,2014,256229761,3476.62,0
Indonesia,2016,261850182,3558.82,3
Indonesia,2018,267066843,3902.66,0
Indonesia,2020,271857970,3895.62,5
Indonesia,2022,275501339,4787.91,0
India,1984,762895156,278.1,0
India,1988,833729681,355.74,0
India,1992,907574049,317.56,0
India,1994,945261958,346.23,0
India,1996,983281218,399.58,1
India,1998,1021434576,412.51,0
India,2000,1059633675,442.04,1
India,2002,1098313039,468.85,0
India,2004,1136264583,624.11,1
India,2006,1172373788,802.01,0
India,2008,1206734806,993.5,3
India,2010,1240613620,1350.63,0
India,2012,1274487215,1434.02,6
India,2014,1307246509,1559.86,0
India,2016,1338636340,1714.28,2
India,2018,1369003306,1974.38,0
India,2020,1396387127,1915.55,7
India,2022,1417173173,2366.31,0
Ireland,1984,3532423,5692.03,1
Ireland,1988,3524949,10715.87,0
Ireland,1992,3558430,15714.38,2
Ireland,1994,3590386,15902.93,0
Ireland,1996,3637510,20835.9,4
Ireland,1998,3712696,24294.85,0
Ireland,2000,3805174,26334.57,1
Ireland,2002,3931947,32705.43,0
Ireland,2004,4070262,47754.2,0
Ireland,2006,4273591,54329.16,0
Ireland,2008,4489544,61353.11,3
Ireland,2010,4560155,48663.6,0
Ireland,2012,4599533,48943.82,6
Ireland,2014,4657740,55752.76,0
Ireland,2016,4755335,62784.07,2
Ireland,2018,4867316,79446.94,0
Ireland,2020,4985382,85973.09,4
Ireland,2022,5127170,103983.29,0
Iraq,1984,15377032,3052.5,0
Iraq,1988,16987346,3690.07,0
Iraq,1992,18385673,30.11,0
Iraq,1994,20248073,197.12,0
Iraq,1996,21639332,482.16,0
Iraq,1998,23053488,894.33,0
Iraq,2000,24628858,1963.72,0
Iraq,2002,26255343,1254.16,0
Iraq,2004,27858948,1314.97,0
Iraq,2006,28905607,2253.79,0
Iraq,2008,29218381,4504.51,0
Iraq,2010,31264875,4430.43,0
Iraq,2012,33864447,6437.5,0
Iraq,2014,36746488,6215.99,0
Iraq,2016,38697943,4308.85,0
Iraq,2018,40590700,5601.47,0
Iraq,2020,42556984,4250.74,0
Iraq,2022,44496122,6441.92,0
Iceland,1984,239511,11959.54,1
Iceland,1988,249740,24451.97,0
Iceland,1992,261057,27124.27,0
Iceland,1994,266021,24018.63,0
Iceland,1996,268916,27614.88,0
Iceland,1998,274047,31030.05,0
Iceland,2000,281205,32096.37,1
Iceland,2002,287523,32409.22,0
Iceland,2004,292074,47334.93,0
Iceland,2006,303782,57492.93,0
Iceland,2008,317414,56943.37,1
Iceland,2010,318041,43237.07,0
Iceland,2012,320716,45995.55,0
Iceland,2014,327386,54576.74,0
Iceland,2016,335439,61987.93,0
Iceland,2018,352721,74452.19,0
Iceland,2020,366463,59023.57,0
Iceland,2022,382003,75135.09,0
Israel,1984,4159000,7326.28,0
Israel,1988,4442000,11785.07,0
Israel,1992,5123000,15421.12,2
Israel,1994,5399000,16710.54,0
Israel,1996,5692000,20116.98,1
Israel,1998,5971000,20106.63,0
Israel,2000,6289000,21630.75,1
Israel,2002,6570000,19035.1,0
Israel,2004,6809000,20557.08,2
Israel,2006,7053700,22494.64,0
Israel,2008,7308800,30173.36,1
Israel,2010,7623600,31266.61,0
Israel,2012,7910500,33156.23,0
Israel,2014,8215700,38259.68,0
Israel,2016,8546000,37690.47,2
Israel,2018,8882800,42406.85,0
Israel,2020,9215100,44846.79,4
Israel,2022,9557500,54930.94,0
Italy,1984,56576718,7739.72,32
Italy,1984,56576718,7739.72,2
Italy,1988,56629288,15744.66,14
Italy,1988,56629288,15744.66,5
Italy,1992,56797087,23243.47,19
Italy,1992,56797087,23243.47,14
Italy,1994,56843400,19337.63,20
Italy,1996,56860281,23081.6,35
Italy,1998,56906744,22318.14,10
Italy,2000,56942108,20137.59,34
Italy,2002,57059007,22376.3,13
Italy,2004,57685327,31317.2,32
Italy,2006,58143979,33529.73,11
Italy,2008,58826731,40944.91,27
Italy,2010,59277417,36035.64,5
Italy,2012,59539717,35051.52,28
Italy,2014,60789140,35565.72,8
Italy,2016,60627498,30960.73,28
Italy,2018,60421760,34622.17,10
Italy,2020,59438851,31922.92,40
Italy,2022,58940425,35068.84,17
Jamaica,1984,2264095,1048.35,3
Jamaica,1988,2354805,1625.76,2
Jamaica,1992,2434574,1452.19,4
Jamaica,1994,2484182,2194.91,0
Jamaica,1996,2532894,2919.15,6
Jamaica,1998,2576567,3410.43,0
Jamaica,2000,2612205,3447.3,9
Jamaica,2002,2638244,3683.89,0
Jamaica,2004,2664024,3819.28,5
Jamaica,2006,2689660,4435.57,0
Jamaica,2008,2711373,5056.26,11
Jamaica,2010,2733896,4835.79,0
Jamaica,2012,2759817,5365.24,13
Jamaica,2014,2784543,4991.56,0
Jamaica,2016,2802695,5022.7,11
Jamaica,2018,2811835,5594.49,0
Jamaica,2020,2820436,4897.26,9
Jamaica,2022,2827377,6047.22,0
Jordan,1984,2629939,1888.7,0
Jordan,1988,3157177,1988.31,0
Jordan,1992,3866887,1373.41,0
Jordan,1994,4278166,1457.7,0
Jordan,1996,4608676,1503.14,0
Jordan,1998,4844403,1633.28,0
Jordan,2000,5056174,1673.36,0
Jordan,2002,5275532,1816.41,0
Jordan,2004,5532423,2062.7,0
Jordan,2006,6075548,2478.29,0
Jordan,2008,6632873,3416.12,0
Jordan,2010,6931258,3914.7,0
Jordan,2012,7211863,4386.46,0
Jordan,2014,8658026,4255.89,0
Jordan,2016,9964656,4003.4,1
Jordan,2018,10459865,4146.41,0
Jordan,2020,10928721,3998.67,2
Jordan,2022,11285869,4311.0,0
Japan,1984,120083000,11207.45,32
Japan,1984,120083000,11207.45,1
Japan,1988,122578000,25499.88,14
Japan,1988,122578000,25499.88,1
Japan,1992,124425000,31992.79,22
Japan,1992,124425000,31992.79,7
Japan,1994,125178000,39933.52,5
Japan,1996,125757000,39150.04,14
Japan,1998,126400000,32423.76,10
Japan,2000,126843000,39169.36,18
Japan,2002,127445000,32820.79,2
Japan,2004,127761000,38298.98,37
Japan,2006,127854000,35991.55,1
Japan,2008,128063000,39876.3,25
Japan,2010,128070000,44968.16,5
Japan,2012,127629000,49145.28,38
Japan,2014,127276000,38475.4,8
Japan,2016,127076000,39375.47,41
Japan,2018,126811000,39751.13,13
Japan,2020,126261000,40040.77,58
Japan,2022,125124989,34017.27,18
Kazakhstan,1984,15147590,,0
Kazakhstan,1988,16430590,,0
Kazakhstan,1992,16439095,1515.74,0
Kazakhstan,1994,16145766,1316.18,3
Kazakhstan,1996,15578227,1350.31,11
Kazakhstan,1998,15071640,1468.67,2
Kazakhstan,2000,14883626,1229.0,7
Kazakhstan,2002,14858948,1658.03,0
Kazakhstan,2004,15012984,2874.29,8
Kazakhstan,2006,15308085,5291.57,0
Kazakhstan,2008,15776938,8458.02,9
Kazakhstan,2010,16321872,9070.49,1
Kazakhstan,2012,16792090,12386.7,11
Kazakhstan,2014,17288285,12807.26,1
Kazakhstan,2016,17794055,7714.84,17
Kazakhstan,2018,18276452,9812.63,1
Kazakhstan,2020,18755666,9121.64,8
Kazakhstan,2022,19634983,11484.42,0
Kenya,1984,18753176,330.15,3
Kenya,1988,21626122,386.36,9
Kenya,1992,24655723,332.95,8
Kenya,1994,26133744,273.52,0
Kenya,1996,27615736,436.2,8
Kenya,1998,29137373,483.71,0
Kenya,2000,30851606,411.82,7
Kenya,2002,32779823,401.09,0
Kenya,2004,34791836,462.62,7
Kenya,2006,36925253,699.4,0
Kenya,2008,39186895,916.0,16
Kenya,2010,41517895,1093.64,0
Kenya,2012,43725806,1289.78,13
Kenya,2014,45831863,1489.92,0
Kenya,2016,47894670,1562.08,13
Kenya,2018,49953304,1845.78,0
Kenya,2020,51985780,1936.25,10
Kenya,2022,54027487,2099.3,0
Cambodia,1984,7133899,143.14,0
Cambodia,1988,8269780,201.08,0
Cambodia,1992,9718215,256.37,0
Cambodia,1994,10636353,262.44,0
Cambodia,1996,11182612,313.58,0
Cambodia,1998,11669077,267.41,0
Cambodia,2000,12118841,301.52,0
Cambodia,2002,12561779,341.04,0
Cambodia,2004,13016371,410.09,0
Cambodia,2006,13477779,539.75,0
Cambodia,2008,13943888,742.4,0
Cambodia,2010,14363532,782.7,0
Cambodia,2012,14786640,950.48,0
Cambodia,2014,15210817,1098.07,0
Cambodia,2016,15624584,1281.11,0
Cambodia,2018,16025238,1533.32,0
Cambodia,2020,16396860,1577.91,0
Cambodia,2022,16767842,1759.61,0
Kiribati,1984,65338,523.81,0
Kiribati,1988,71680,534.1,0
Kiribati,1992,77901,791.9,0
Kiribati,1994,80264,838.03,0
Kiribati,1996,82832,982.54,0
Kiribati,1998,85805,871.24,0
Kiribati,2000,88826,841.98,0
Kiribati,2002,92400,811.44,0
Kiribati,2004,96224,1085.29,0
Kiribati,2006,100083,1121.08,0
Kiribati,2008,103966,1411.91,0
Kiribati,2010,107995,1528.9,0
Kiribati,2012,111618,1855.27,0
Kiribati,2014,114985,1740.36,0
Kiribati,2016,118513,1743.76,0
Kiribati,2018,122261,1912.79,0
Kiribati,2020,126463,1763.16,0
Kiribati,2022,131232,2061.39,0
Kuwait,1984,1813986,11962.65,0
Kuwait,1988,2129153,9717.63,0
Kuwait,1992,1620633,12253.58,0
Kuwait,1994,1641106,15141.3,0
Kuwait,1996,1703318,18488.84,0
Kuwait,1998,1819544,14258.36,0
Kuwait,2000,1934901,19493.89,1
Kuwait,2002,2047364,18626.77,0
Kuwait,2004,2153481,27601.4,0
Kuwait,2006,2363409,42970.7,0
Kuwait,2008,2650930,55595.48,0
Kuwait,2010,2943356,39212.47,0
Kuwait,2012,3394663,51270.98,1
Kuwait,2014,3761584,43239.88,0
Kuwait,2016,4048085,27026.77,0
Kuwait,2018,4317185,32012.19,0
Kuwait,2020,4360444,24656.43,1
Kuwait,2022,4268873,42823.83,0
Lebanon,1984,3163558,,0
Lebanon,1988,3457148,958.46,0
Lebanon,1992,3745407,1560.2,0
Lebanon,1994,3888144,2468.82,0
Lebanon,1996,4034243,3393.5,0
Lebanon,1998,4178784,4127.32,0
Lebanon,2000,4320642,3994.86,0
Lebanon,2002,4446666,4307.1,0
Lebanon,2004,4574797,4625.3,0
Lebanon,2006,4719864,4665.96,0
Lebanon,2008,4887613,5957.7,0
Lebanon,2010,4995800,7695.25,0
Lebanon,2012,5178337,8500.18,0
Lebanon,2014,6274342,7665.38,0
Lebanon,2016,6258619,8172.3,0
Lebanon,2018,5950839,9225.85,0
Lebanon,2020,5662923,5599.96,0
Lebanon,2022,5489739,3823.94,0
Liberia,1984,2174194,390.25,0
Liberia,1988,2439639,425.6,0
Liberia,1992,2052626,108.88,0
Liberia,1994,2125198,62.21,0
Liberia,1996,2203966,72.32,0
Liberia,1998,2639224,136.25,0
Liberia,2000,2895224,301.88,0
Liberia,2002,3060599,302.88,0
Liberia,2004,3122447,287.27,0
Liberia,2006,3455397,323.84,0
Liberia,2008,3783887,456.14,0
Liberia,2010,4019956,497.02,0
Liberia,2012,4331740,644.46,0
Liberia,2014,4519398,713.73,0
Liberia,2016,4706097,722.13,0
Liberia,2018,4889391,700.04,0
Liberia,2020,5087584,624.29,0
Liberia,2022,5302681,754.53,0
Libya,1984,3564547,8269.24,0
Libya,1988,4021565,6044.65,0
Libya,1992,4444820,7623.94,0
Libya,1994,4641296,6164.34,0
Libya,1996,4820066,5785.11,0
Libya,1998,4980962,5471.09,0
Libya,2000,5154790,7424.35,0
Libya,2002,5405326,3789.21,0
Libya,2004,5687563,5823.64,0
Libya,2006,5973369,10060.36,0
Libya,2008,6228370,13921.9,0
Libya,2010,6491988,11611.36,0
Libya,2012,5869870,15765.42,0
Libya,2014,6097764,9408.75,0
Libya,2016,6282196,7945.0,0
Libya,2018,6477793,11838.3,0
Libya,2020,6653942,9872.11,0
Libya,2022,6812341,8211.38,0
Liechtenstein,1984,26420,19024.26,2
Liechtenstein,1988,27944,41574.49,1
Liechtenstein,1992,29581,55142.73,0
Liechtenstein,1994,30447,63984.29,0
Liechtenstein,1996,31337,79905.96,0
Liechtenstein,1998,32190,77033.21,0
Liechtenstein,2000,33026,75210.13,0
Liechtenstein,2002,33693,79797.55,0
Liechtenstein,2004,34300,100710.61,0
Liechtenstein,2006,34889,114652.24,0
Liechtenstein,2008,35401,143540.57,0
Liechtenstein,2010,35926,141466.83,0
Liechtenstein,2012,36505,149461.79,0
Liechtenstein,2014,37096,179467.52,0
Liechtenstein,2016,37609,165846.0,0
Liechtenstein,2018,38181,175286.68,1
Liechtenstein,2020,38756,165287.19,0
Liechtenstein,2022,39327,187267.13,0
Sri Lanka,1984,15872577,380.75,0
Sri Lanka,1988,16773736,416.03,0
Sri Lanka,1992,17624457,550.54,0
Sri Lanka,1994,18011744,650.55,0
Sri Lanka,1996,18322506,758.51,0
Sri Lanka,1998,18560798,850.99,0
Sri Lanka,2000,18776371,869.75,1
Sri Lanka,2002,19110707,865.3,0
Sri Lanka,2004,19490431,1060.14,0
Sri Lanka,2006,19870706,1423.19,0
Sri Lanka,2008,20285643,2007.03,0
Sri Lanka,2010,20668557,2836.97,0
Sri Lanka,2012,21017147,3351.89,0
Sri Lanka,2014,21239457,3885.62,0
Sri Lanka,2016,21425494,4107.83,0
Sri Lanka,2018,21670000,4360.58,0
Sri Lanka,2020,21919000,3846.17,0
Sri Lanka,2022,22181000,3342.72,0
Lesotho,1984,1573267,211.77,0
Lesotho,1988,1733733,271.32,0
Lesotho,1992,1858507,447.15,0
Lesotho,1994,1910642,459.66,0
Lesotho,1996,1955098,483.92,0
Lesotho,1998,1985639,467.59,0
Lesotho,2000,1998630,443.95,0
Lesotho,2002,1997534,388.37,0
Lesotho,2004,1985384,761.18,0
Lesotho,2006,1976780,910.62,0
Lesotho,2008,1995014,885.66,0
Lesotho,2010,2022747,1104.81,0
Lesotho,2012,2054718,1205.86,0
Lesotho,2014,2095242,1165.05,0
Lesotho,2016,2143872,986.27,0
Lesotho,2018,2198017,1162.98,0
Lesotho,2020,2254100,910.93,0
Lesotho,2022,2305825,992.86,0
Lithuania,1984,3514205,,0
Lithuania,1988,3655049,,0
Lithuania,1992,3700114,,2
Lithuania,1994,3657144,,0
Lithuania,1996,3601613,2327.43,1
Lithuania,1998,3549331,3166.67,0
Lithuania,2000,3499536,3293.23,5
Lithuania,2002,3443067,4141.59,0
Lithuania,2004,3377075,6700.33,3
Lithuania,2006,3269909,9230.71,0
Lithuania,2008,3198231,14945.0,5
Lithuania,2010,3097282,11987.51,0
Lithuania,2012,2987773,14367.71,5
Lithuania,2014,2932367,16551.02,0
Lithuania,2016,2868231,15008.31,4
Lithuania,2018,2801543,19186.36,0
Lithuania,2020,2794885,20381.86,1
Lithuania,2022,2831639,25078.75,0
Luxembourg,1984,365998,12126.94,0
Luxembourg,1988,373450,25219.35,0
Luxembourg,1992,392175,39570.86,2
Luxembourg,1994,402925,43933.24,0
Luxembourg,1996,414225,50444.36,0
Luxembourg,1998,424700,47445.38,0
Luxembourg,2000,436300,48659.6,0
Luxembourg,2002,446175,53005.73,0
Luxembourg,2004,458095,76544.92,0
Luxembourg,2006,472637,90788.8,0
Luxembourg,2008,488650,120422.14,0
Luxembourg,2010,506953,110885.99,0
Luxembourg,2012,530946,112584.68,0
Luxembourg,2014,556319,123678.7,0
Luxembourg,2016,582014,106899.29,0
Luxembourg,2018,607950,116786.51,0
Luxembourg,2020,630419,116905.37,0
Luxembourg,2022,653103,125006.02,0
Latvia,1984,2562047,,0
Latvia,1988,2653434,,0
Latvia,1992,2614338,,3
Latvia,1994,2520742,,0
Latvia,1996,2457222,2431.71,1
Latvia,1998,2410019,2973.53,0
Latvia,2000,2367550,3361.64,3
Latvia,2002,2310173,4136.93,0
Latvia,2004,2263122,6378.67,4
Latvia,2006,2218357,9723.45,1
Latvia,2008,2177322,16467.14,3
Latvia,2010,2097555,11420.99,2
Latvia,2012,2034319,13847.34,2
Latvia,2014,1993782,15742.39,5
Latvia,2016,1959537,14331.75,0
Latvia,2018,1927174,17865.03,1
Latvia,2020,1900449,18096.2,2
Latvia,2022,1879383,21508.4,1
Morocco,1984,21817271,675.02,2
Morocco,1988,23720590,1076.09,3
Morocco,1992,25400676,1317.33,3
Morocco,1994,26201551,1348.54,0
Morocco,1996,26999093,1585.72,2
Morocco,1998,27791825,1658.47,0
Morocco,2000,28554415,1492.38,5
Morocco,2002,29301817,1590.49,0
Morocco,2004,30033125,2177.8,3
Morocco,2006,30833022,2433.21,0
Morocco,2008,31634992,3180.17,2
Morocco,2010,32464865,3067.85,0
Morocco,2012,33352169,3164.0,1
Morocco,2014,34248603,3430.53,0
Morocco,2016,35107264,3132.95,1
Morocco,2018,35927511,3492.67,0
Morocco,2020,36688772,3258.27,1
Morocco,2022,37457971,3441.99,0
Monaco,1984,28407,36516.69,0
Monaco,1988,29802,67133.24,0
Monaco,1992,30794,88882.55,0
Monaco,1994,31253,87042.27,0
Monaco,1996,31719,98927.68,0
Monaco,1998,32209,91110.98,0
Monaco,2000,32465,81763.83,0
Monaco,2002,32386,90151.55,0
Monaco,2004,32236,125435.89,0
Monaco,2006,32011,143289.07,0
Monaco,2008,31862,204097.11,0
Monaco,2010,33178,161780.75,0
Monaco,2012,34700,165497.1,0
Monaco,2014,36110,195772.72,0
Monaco,2016,37071,174412.49,0
Monaco,2018,37029,193968.09,0
Monaco,2020,36922,182537.39,0
Monaco,2022,36469,240862.18,0
Madagascar,1984,10015017,390.01,0
Madagascar,1988,11206789,284.6,0
Madagascar,1992,12623342,294.29,0
Madagascar,1994,13436121,262.15,0
Madagascar,1996,14317454,344.46,0
Madagascar,1998,15250934,288.64,0
Madagascar,2000,16216431,285.47,0
Madagascar,2002,17211934,310.93,0
Madagascar,2004,18250774,277.51,0
Madagascar,2006,19350299,330.52,0
Madagascar,2008,20513599,522.83,0
Madagascar,2010,21731053,459.38,0
Madagascar,2012,22966240,504.17,0
Madagascar,2014,24215976,517.14,0
Madagascar,2016,25501941,464.62,0
Madagascar,2018,26846541,512.54,0
Madagascar,2020,28225177,462.4,0
Madagascar,2022,29611714,516.77,0
Maldives,1984,184388,593.88,0
Maldives,1988,211160,798.04,0
Maldives,1992,239136,1191.27,0
Maldives,1994,252201,1411.63,0
Maldives,1996,263841,1707.02,0
Maldives,1998,273796,1972.62,0
Maldives,2000,282507,2209.99,0
Maldives,2002,292284,3069.04,0
Maldives,2004,302135,4060.53,0
Maldives,2006,314401,5010.16,0
Maldives,2008,336883,6743.13,0
Maldives,2010,361575,7158.06,0
Maldives,2012,387539,7447.42,0
Maldives,2014,416738,8872.13,0
Maldives,2016,454252,9708.14,0
Maldives,2018,489758,11034.72,0
Maldives,2020,514438,7216.82,0
Maldives,2022,523787,11780.82,0
Mexico,1984,73489654,2506.89,6
Mexico,1988,78892015,2302.02,2
Mexico,1992,84993164,4272.79,1
Mexico,1994,88314424,6268.72,0
Mexico,1996,91586555,4718.57,1
Mexico,1998,94767284,5882.42,0
Mexico,2000,97873442,7581.85,6
Mexico,2002,100917081,8032.99,0
Mexico,2004,103945813,7883.52,4
Mexico,2006,106886790,9545.29,0
Mexico,2008,109684489,10589.95,4
Mexico,2010,112532401,9823.16,0
Mexico,2012,115755909,10842.73,8
Mexico,2014,118755887,11490.02,0
Mexico,2016,121519221,9152.74,5
Mexico,2018,124013861,10130.32,0
Mexico,2020,125998302,8895.62,4
Mexico,2022,127504125,11476.68,0
Marshall Islands,1984,37437,1205.87,0
Marshall Islands,1988,43687,1618.06,0
Marshall Islands,1992,48015,1896.55,0
Marshall Islands,1994,49840,2168.36,0
Marshall Islands,1996,51538,2151.0,0
Marshall Islands,1998,53164,2108.01,0
Marshall Islands,2000,54224,2117.85,0
Marshall Islands,2002,54496,2421.46,0
Marshall Islands,2004,54435,2439.46,0
Marshall Islands,2006,54208,2636.56,0
Marshall Islands,2008,53816,2716.82,0
Marshall Islands,2010,53416,3007.14,0
Marshall Islands,2012,52203,3453.86,0
Marshall Islands,2014,50419,3678.11,0
Marshall Islands,2016,48329,4156.94,0
Marshall Islands,2018,45989,4771.36,0
Marshall Islands,2020,43413,5545.6,0
Marshall Islands,2022,41569,6225.18,0
North Macedonia,1984,1988682,,0
North Macedonia,1988,2031932,,0
North Macedonia,1992,2018023,1207.54,0
North Macedonia,1994,1982458,1795.55,0
North Macedonia,1996,1994226,2327.73,0
North Macedonia,1998,2007523,1875.82,0
North Macedonia,2000,2026350,1861.9,1
North Macedonia,2002,2020157,1989.14,0
North Macedonia,2004,2016186,2818.58,0
North Macedonia,2006,1994287,3440.44,0
North Macedonia,2008,1971493,5026.42,0
North Macedonia,2010,1946298,4833.37,0
North Macedonia,2012,1929821,5049.83,0
North Macedonia,2014,1917557,5925.39,0
North Macedonia,2016,1906313,5598.49,0
North Macedonia,2018,1889051,6713.99,0
North Macedonia,2020,1856124,6659.6,1
North Macedonia,2022,1831712,7485.6,0
Mali,1984,8030099,153.54,0
Mali,1988,8617474,251.7,0
Mali,1992,9310572,304.03,0
Mali,1994,9711797,214.36,0
Mali,1996,10131906,274.42,0
Mali,1998,10620475,274.97,0
Mali,2000,11239101,263.5,0
Mali,2002,11952660,326.97,0
Mali,2004,12751995,427.72,0
Mali,2006,13623541,506.91,0
Mali,2008,14551117,676.13,0
Mali,2010,15529181,688.33,0
Mali,2012,16514687,753.39,0
Mali,2014,17551814,818.43,0
Mali,2016,18700106,750.05,0
Mali,2018,19934298,856.36,0
Mali,2020,21224040,822.91,0
Mali,2022,22593590,831.22,0
Malta,1984,330593,3332.89,0
Malta,1988,347325,5814.36,0
Malta,1992,367618,8220.25,0
Malta,1994,374797,8000.52,0
Malta,1996,379905,10062.73,0
Malta,1998,385287,10409.31,0
Malta,2000,390087,10432.33,0
Malta,2002,395969,11289.89,0
Malta,2004,401268,15197.06,0
Malta,2006,405308,16723.88,0
Malta,2008,409379,22205.36,0
Malta,2010,414508,21798.91,0
Malta,2012,420028,22526.54,0
Malta,2014,434558,26753.27,0
Malta,2016,455356,25623.94,0
Malta,2018,484630,31785.88,0
Malta,2020,515332,29592.57,0
Malta,2022,531113,34563.4,0
Myanmar,1984,36159838,36.06,0
Myanmar,1988,38868270,39.65,0
Myanmar,1992,41237813,58.48,0
Myanmar,1994,42337109,104.69,0
Myanmar,1996,43423369,141.02,0
Myanmar,1998,44516185,145.1,0
Myanmar,2000,45538332,195.55,0
Myanmar,2002,46480230,145.82,0
Myanmar,2004,47338446,223.23,0
Myanmar,2006,48088274,301.58,0
Myanmar,2008,48729486,653.87,0
Myanmar,2010,49390988,1003.03,0
Myanmar,2012,50218185,1193.55,0
Myanmar,2014,51072436,1283.11,0
Myanmar,2016,51892349,1219.8,0
Myanmar,2018,52666014,1288.51,0
Myanmar,2020,53423198,1478.87,0
Myanmar,2022,54179306,1149.02,0
Montenegro,1984,600884,,0
Montenegro,1988,607413,,0
Montenegro,1992,608516,,0
Montenegro,1994,611389,,0
Montenegro,1996,611003,,0
Montenegro,1998,607662,1405.82,0
Montenegro,2000,604950,1627.07,0
Montenegro,2002,609828,2106.64,0
Montenegro,2004,613353,3380.17,0
Montenegro,2006,615025,4425.68,0
Montenegro,2008,616969,7367.75,0
