country_name,year,population,gdp_pc,combined_medals_count
Montenegro,2010,619428,6688.4,0
Montenegro,2012,620601,6586.4,1
Montenegro,2014,621810,7387.87,0
Montenegro,2016,622303,7033.44,0
Montenegro,2018,622227,8850.37,0
Montenegro,2020,621306,7677.37,0
Montenegro,2022,617213,10093.44,0
Mongolia,1984,1871652,1121.33,0
Mongolia,1988,2073771,1545.23,1
Mongolia,1992,2236494,589.14,2
Mongolia,1994,2301510,402.27,0
Mongolia,1996,2357033,570.94,1
Mongolia,1998,2405148,467.51,0
Mongolia,2000,2450979,463.85,0
Mongolia,2002,2494617,559.83,0
Mongolia,2004,2537949,784.91,1
Mongolia,2006,2581242,1322.64,0
Mongolia,2008,2633887,2134.95,4
Mongolia,2010,2702520,2660.29,0
Mongolia,2012,2792349,4402.3,5
Mongolia,2014,2902823,4211.94,0
Mongolia,2016,3029555,3690.76,2
Mongolia,2018,3163991,4165.02,0
Mongolia,2020,3294335,4041.17,4
Mongolia,2022,3398366,5045.5,0
Mozambique,1984,12426223,,0
Mozambique,1988,12956772,,0
Mozambique,1992,13816881,202.56,0
Mozambique,1994,14912873,198.36,0
Mozambique,1996,16079553,250.64,1
Mozambique,1998,16923195,328.02,0
Mozambique,2000,17768505,333.78,1
Mozambique,2002,18694946,318.31,0
Mozambique,2004,19694411,403.02,0
Mozambique,2006,20735982,458.62,0
Mozambique,2008,21845571,591.44,0
Mozambique,2010,23073723,494.58,0
Mozambique,2012,24487611,681.49,0
Mozambique,2014,26038704,690.44,0
Mozambique,2016,27696493,435.76,0
Mozambique,2018,29423878,510.38,0
Mozambique,2020,31178239,456.58,0
Mozambique,2022,32969518,558.3,0
Mauritania,1984,1695675,633.6,0
Mauritania,1988,1905847,742.43,0
Mauritania,1992,2147527,1007.81,0
Mauritania,1994,2315191,840.05,0
Mauritania,1996,2428816,877.83,0
Mauritania,1998,2550501,796.84,0
Mauritania,2000,2695003,660.3,0
Mauritania,2002,2821703,629.78,0
Mauritania,2004,2946575,801.78,0
Mauritania,2006,3081229,1272.08,0
Mauritania,2008,3233336,1610.24,0
Mauritania,2010,3419461,1646.13,0
Mauritania,2012,3636113,1850.38,0
Mauritania,2014,3843174,1715.39,0
Mauritania,2016,4051890,1579.2,0
Mauritania,2018,4270712,1749.95,0
Mauritania,2020,4498604,1836.29,0
Mauritania,2022,4736139,2057.38,0
Mauritius,1984,1012221,1041.83,0
Mauritius,1988,1043239,2073.59,0
Mauritius,1992,1084441,3013.24,0
Mauritius,1994,1112846,3240.39,0
Mauritius,1996,1133996,3951.94,0
Mauritius,1998,1160421,3641.62,0
Mauritius,2000,1186873,3981.98,0
Mauritius,2002,1204621,4073.06,0
Mauritius,2004,1221003,5460.61,0
Mauritius,2006,1233996,5695.98,0
Mauritius,2008,1244121,8030.05,1
Mauritius,2010,1250400,8000.38,0
Mauritius,2012,1255882,9291.24,0
Mauritius,2014,1261208,10366.36,0
Mauritius,2016,1263747,9965.73,0
Mauritius,2018,1265577,11643.46,0
Mauritius,2020,1266014,9011.04,0
Mauritius,2022,1262523,10239.8,0
Malawi,1984,7339002,239.55,0
Malawi,1988,8754781,229.38,0
Malawi,1992,10115420,258.9,0
Malawi,1994,10131799,169.75,0
Malawi,1996,10310528,321.96,0
Malawi,1998,10732456,237.37,0
Malawi,2000,11229387,225.95,0
Malawi,2002,11784498,431.7,0
Malawi,2004,12411342,407.59,0
Malawi,2006,13118307,443.52,0
Malawi,2008,13889423,557.52,0
Malawi,2010,14718422,688.14,0
Malawi,2012,15581251,563.06,0
Malawi,2014,16477966,534.13,0
Malawi,2016,17405624,454.44,0
Malawi,2018,18367883,537.93,0
Malawi,2020,19377061,621.42,0
Malawi,2022,20405317,643.43,0
Malaysia,1984,14686454,2311.17,0
Malaysia,1988,16524616,2134.52,0
Malaysia,1992,18526708,3193.64,1
Malaysia,1994,19588703,3802.11,0
Malaysia,1996,20689051,4874.82,2
Malaysia,1998,21810542,3308.84,0
Malaysia,2000,22945150,4087.56,0
Malaysia,2002,24142445,4177.1,0
Malaysia,2004,25333247,4924.34,0
Malaysia,2006,26509413,6137.15,0
Malaysia,2008,27664296,8343.3,1
Malaysia,2010,28717731,8880.15,0
Malaysia,2012,29660212,10601.51,2
Malaysia,2014,30606459,11045.58,0
Malaysia,2016,31526418,9555.67,5
Malaysia,2018,32399271,11073.98,0
Malaysia,2020,33199993,10164.34,2
Malaysia,2022,33938221,11993.19,0
Namibia,1984,1061995,1837.35,0
Namibia,1988,1207949,2065.56,0
Namibia,1992,1461687,2346.28,2
Namibia,1994,1558449,2352.66,0
Namibia,1996,1650066,2417.58,2
Namibia,1998,1735953,2231.11,0
Namibia,2000,1819141,2156.09,0
Namibia,2002,1888525,1773.43,0
Namibia,2004,1939406,3407.85,0
Namibia,2006,1986558,4027.96,0
Namibia,2008,2038552,4222.33,0
Namibia,2010,2099271,5445.42,0
Namibia,2012,2167470,6017.18,0
Namibia,2014,2243001,5544.1,0
Namibia,2016,2323352,4614.89,0
Namibia,2018,2405680,5687.38,0
Namibia,2020,2489098,4252.04,1
Namibia,2022,2567012,4895.68,0
Niger,1984,6973849,209.53,0
Niger,1988,7872252,289.67,0
Niger,1992,8907644,380.15,0
Niger,1994,9493324,204.15,0
Niger,1996,10149937,237.01,0
Niger,1998,10854920,243.52,0
Niger,2000,11622665,192.88,0
Niger,2002,12456517,223.35,0
Niger,2004,13366885,281.33,0
Niger,2006,14365168,331.1,0
Niger,2008,15455175,472.18,0
Niger,2010,16647543,471.61,0
Niger,2012,17954407,525.05,0
Niger,2014,19372014,560.75,0
Niger,2016,20921743,497.04,1
Niger,2018,22577058,568.6,0
Niger,2020,24333639,564.84,0
Niger,2022,26207977,588.9,0
Nigeria,1984,81337553,903.45,2
Nigeria,1988,90351467,549.5,0
Nigeria,1992,100182045,519.64,4
Nigeria,1994,105456121,762.4,0
Nigeria,1996,110956183,1673.91,6
Nigeria,1998,116690527,1871.76,0
Nigeria,2000,122851984,563.05,3
Nigeria,2002,129583026,733.54,0
Nigeria,2004,136756848,992.75,2
Nigeria,2006,144329764,1652.15,0
Nigeria,2008,152382506,2227.79,5
Nigeria,2010,160952853,2280.11,0
Nigeria,2012,170075932,2728.02,0
Nigeria,2014,179379016,3200.95,0
Nigeria,2016,188666931,2144.78,1
Nigeria,2018,198387623,2125.83,0
Nigeria,2020,208327405,2074.61,2
Nigeria,2022,218541212,2162.63,0
Nicaragua,1984,3674501,,0
Nicaragua,1988,4033291,160.48,0
Nicaragua,1992,4427172,404.95,0
Nicaragua,1994,4625260,834.88,0
Nicaragua,1996,4812391,895.21,0
Nicaragua,1998,4974552,931.81,0
Nicaragua,2000,5123222,997.34,0
Nicaragua,2002,5259006,993.29,0
Nicaragua,2004,5386223,1075.51,0
Nicaragua,2006,5529811,1223.13,0
Nicaragua,2008,5687744,1493.9,0
Nicaragua,2010,5855734,1495.73,0
Nicaragua,2012,6030607,1746.42,0
Nicaragua,2014,6208676,1913.52,0
Nicaragua,2016,6389235,2079.45,0
Nicaragua,2018,6572233,1981.86,0
Nicaragua,2020,6755895,1877.11,0
Nicaragua,2022,6948392,2252.31,0
Netherlands,1984,14424211,9977.16,13
Netherlands,1988,14760094,17744.5,9
Netherlands,1988,14760094,17744.5,7
Netherlands,1992,15184166,23904.04,15
Netherlands,1992,15184166,23904.04,4
Netherlands,1994,15382838,24646.31,4
Netherlands,1996,15530498,29006.81,19
Netherlands,1998,15707209,27885.81,11
Netherlands,2000,15925513,26214.5,25
Netherlands,2002,16148929,29343.24,8
Netherlands,2004,16281779,40436.62,22
Netherlands,2006,16346101,44900.94,9
Netherlands,2008,16445593,57879.94,16
Netherlands,2010,16615394,50999.75,8
Netherlands,2012,16754962,50070.14,20
Netherlands,2014,16865008,52900.54,24
Netherlands,2016,17030314,46039.11,19
Netherlands,2018,17231624,53044.53,20
Netherlands,2020,17441500,52162.57,36
Netherlands,2022,17700982,57025.01,17
Norway,1984,4140099,14989.49,3
Norway,1984,4140099,14989.49,9
Norway,1988,4209488,24207.28,5
Norway,1988,4209488,24207.28,5
Norway,1992,4286401,30523.99,7
Norway,1992,4286401,30523.99,20
Norway,1994,4336613,29315.81,26
Norway,1996,4381336,37321.97,7
Norway,1998,4431464,34803.46,25
Norway,2000,4490967,38178.24,10
Norway,2002,4538159,43170.56,25
Norway,2004,4591910,57768.7,6
Norway,2006,4660677,74434.5,19
Norway,2008,4768212,97503.54,9
Norway,2010,4889252,88163.21,23
Norway,2012,5018573,102175.92,4
Norway,2014,5137232,97666.7,26
Norway,2016,5234519,70867.36,4
Norway,2018,5311916,82792.84,39
Norway,2020,5379475,68340.02,8
Norway,2022,5457127,108798.45,37
Nepal,1984,17141610,150.58,0
Nepal,1988,18720745,186.26,0
Nepal,1992,20702133,164.29,0
Nepal,1994,21794751,186.59,0
Nepal,1996,22783969,198.45,0
Nepal,1998,23703328,204.88,0
Nepal,2000,24559500,223.71,0
Nepal,2002,25332178,238.86,0
Nepal,2004,26003965,279.72,0
Nepal,2006,26518971,341.03,0
Nepal,2008,26881544,466.69,0
Nepal,2010,27161567,589.17,0
Nepal,2012,27330694,794.09,0
Nepal,2014,27462106,827.74,0
Nepal,2016,27861186,880.22,0
Nepal,2018,28506712,1161.53,0
Nepal,2020,29348627,1139.19,0
Nepal,2022,30547580,1348.16,0
Nauru,1984,8125,5829.32,0
Nauru,1988,9022,5091.01,0
Nauru,1992,10129,5048.19,0
Nauru,1994,10274,3868.26,0
Nauru,1996,10345,3620.96,0
Nauru,1998,10377,2858.67,0
Nauru,2000,10377,2595.26,0
Nauru,2002,10351,2030.47,0
Nauru,2004,10335,2959.61,0
Nauru,2006,10294,2836.64,0
Nauru,2008,10243,3671.02,0
Nauru,2010,10241,4644.36,0
Nauru,2012,10444,9675.96,0
Nauru,2014,10940,9063.0,0
Nauru,2016,11437,8528.63,0
Nauru,2018,11924,10985.87,0
Nauru,2020,12315,10124.7,0
Nauru,2022,12668,12142.77,0
New Zealand,1984,3227100,6713.76,11
New Zealand,1988,3283400,13759.16,13
New Zealand,1992,3531700,11793.14,10
New Zealand,1992,3531700,11793.14,1
New Zealand,1994,3620000,15280.31,0
New Zealand,1996,3732000,18794.44,6
New Zealand,1998,3815000,14738.45,0
New Zealand,2000,3857700,13641.1,4
New Zealand,2002,3948500,16874.19,0
New Zealand,2004,4087500,25420.23,5
New Zealand,2006,4184600,26654.59,0
New Zealand,2008,4259800,31252.96,9
New Zealand,2010,4350700,33676.77,0
New Zealand,2012,4408100,39974.3,13
New Zealand,2014,4516500,44578.23,0
New Zealand,2016,4714100,40070.9,18
New Zealand,2018,4900600,43228.7,2
New Zealand,2020,5090200,41785.69,20
New Zealand,2022,5117200,48216.51,3
Oman,1984,1273306,6927.98,0
Oman,1988,1623433,5165.73,0
Oman,1992,1985227,6272.47,0
Oman,1994,2133675,6054.74,0
Oman,1996,2209958,6913.15,0
Oman,1998,2279727,6139.73,0
Oman,2000,2344253,8321.39,0
Oman,2002,2403659,8380.04,0
Oman,2004,2468855,10030.44,0
Oman,2006,2560649,14533.73,0
Oman,2008,2651028,22974.28,0
Oman,2010,2881914,22552.2,0
Oman,2012,3535579,24722.64,0
Oman,2014,4009267,23121.21,0
Oman,2016,4398070,17082.21,0
Oman,2018,4601157,19887.57,0
Oman,2020,4543399,16707.62,0
Oman,2022,4576298,25056.79,0
Pakistan,1984,94003867,331.39,1
Pakistan,1988,107967838,356.34,1
Pakistan,1992,122375179,399.47,1
Pakistan,1994,129245139,404.61,0
Pakistan,1996,137234810,461.4,0
Pakistan,1998,145476106,427.51,0
Pakistan,2000,154369924,644.46,0
Pakistan,2002,163262807,599.79,0
Pakistan,2004,170648620,774.79,0
Pakistan,2006,178069984,909.03,0
Pakistan,2008,185931955,1087.51,0
Pakistan,2010,194454498,1011.6,0
Pakistan,2012,202205861,1236.89,0
Pakistan,2014,208251628,1303.19,0
Pakistan,2016,213524840,1468.82,0
Pakistan,2018,219731479,1620.74,0
Pakistan,2020,227196741,1322.31,0
Pakistan,2022,235824862,1589.26,0
Panama,1984,2147577,2879.24,0
Panama,1988,2347821,2514.15,0
Panama,1992,2554382,3148.45,0
Panama,1994,2661385,3518.95,0
Panama,1996,2771606,3561.29,0
Panama,1998,2885177,4012.05,0
Panama,2000,3001731,4099.01,0
Panama,2002,3120990,4163.52,0
Panama,2004,3243311,4629.03,0
Panama,2006,3368573,5385.56,0
Panama,2008,3495276,7197.11,1
Panama,2010,3623617,8124.56,0
Panama,2012,3754862,10767.29,0
Panama,2014,3888793,12837.25,0
Panama,2016,4026336,14382.23,0
Panama,2018,4165255,16156.07,0
Panama,2020,4294396,13293.33,0
Panama,2022,4408581,17357.63,0
Peru,1984,19285646,1054.64,1
Peru,1988,21143799,730.21,1
Peru,1992,23047248,1560.55,1
Peru,1994,23983258,1871.39,0
Peru,1996,24907304,2218.32,0
Peru,1998,25818226,2149.7,0
Peru,2000,26654439,1941.32,0
Peru,2002,27334503,2003.97,0
Peru,2004,27893911,2393.67,0
Peru,2006,28381078,3123.32,0
Peru,2008,28806185,4184.89,0
Peru,2010,29229572,5047.2,0
Peru,2012,29749589,6475.72,0
Peru,2014,30353951,6614.83,0
Peru,2016,31132779,6163.86,0
Peru,2018,32203944,6912.1,0
Peru,2020,33304756,6047.48,0
Peru,2022,34049588,7239.11,0
Philippines,1984,53514959,667.67,0
Philippines,1988,58755923,734.43,1
Philippines,1992,64543525,936.15,1
Philippines,1994,67650283,1081.43,0
Philippines,1996,70944969,1334.11,1
Philippines,1998,74491918,1000.01,0
Philippines,2000,77958223,1073.26,0
Philippines,2002,81285572,1037.17,0
Philippines,2004,84607501,1122.86,0
Philippines,2006,87901835,1452.22,0
Philippines,2008,91252326,1990.36,0
Philippines,2010,94636700,2201.78,0
Philippines,2012,98032317,2671.78,0
Philippines,2014,101325201,2935.93,0
Philippines,2016,104875266,3038.15,1
Philippines,2018,108568836,3194.67,0
Philippines,2020,112190977,3224.42,4
Philippines,2022,115559009,3499.11,0
Palau,1984,13299,3369.75,0
Palau,1988,14632,5149.58,0
Palau,1992,16004,6546.57,0
Palau,1994,16770,6329.07,0
Palau,1996,17732,7754.04,0
Palau,1998,18852,7907.89,0
Palau,2000,19726,7580.65,0
Palau,2002,19851,8194.32,0
Palau,2004,19907,8358.44,0
Palau,2006,19619,9872.05,0
Palau,2008,19102,10531.22,0
Palau,2010,18540,10149.64,0
Palau,2012,17946,12022.87,0
Palau,2014,17796,13808.23,0
Palau,2016,17816,17142.13,0
Palau,2018,17864,16130.82,0
Palau,2020,17972,14532.56,0
Palau,2022,18055,13421.97,0
Papua New Guinea,1984,3374465,756.46,0
Papua New Guinea,1988,3679651,993.62,0
Papua New Guinea,1992,4136644,1058.34,0
Papua New Guinea,1994,4451694,1236.11,0
Papua New Guinea,1996,4785895,1077.19,0
Papua New Guinea,1998,5138829,737.41,0
Papua New Guinea,2000,5508297,639.28,0
Papua New Guinea,2002,5892596,509.03,0
Papua New Guinea,2004,6293166,624.04,0
Papua New Guinea,2006,6708217,1245.47,0
Papua New Guinea,2008,7137988,1635.04,0
Papua New Guinea,2010,7583269,1879.24,0
Papua New Guinea,2012,8026545,2653.09,0
Papua New Guinea,2014,8464153,2742.25,0
Papua New Guinea,2016,8899169,2332.68,0
Papua New Guinea,2018,9329227,2584.33,0
Papua New Guinea,2020,9749640,2446.08,0
Papua New Guinea,2022,10142619,3115.92,0
Poland,1984,36904134,,0
Poland,1988,37824487,,16
Poland,1992,38363667,2459.02,19
Poland,1994,38542652,2874.83,0
Poland,1996,38624370,4147.47,17
Poland,1998,38663481,4518.11,0
Poland,2000,38258629,4501.48,14
Poland,2002,38230364,5207.13,2
Poland,2004,38182222,6681.31,10
Poland,2006,38141267,9035.53,2
Poland,2008,38125759,13995.78,11
Poland,2010,38042794,12504.25,6
Poland,2012,38063164,13010.76,11
Poland,2014,38011735,14181.95,6
Poland,2016,37970087,12378.81,11
Poland,2018,37974750,15504.51,2
Poland,2020,37899070,15816.82,14
Poland,2022,36821749,18732.5,1
Puerto Rico,1984,3344190,5730.12,2
Puerto Rico,1988,3473898,7595.44,0
Puerto Rico,1992,3585176,9659.34,1
Puerto Rico,1994,3649237,10876.42,0
Puerto Rico,1996,3724655,12173.16,1
Puerto Rico,1998,3781101,14304.4,0
Puerto Rico,2000,3810605,16192.13,0
Puerto Rico,2002,3823701,18731.46,0
Puerto Rico,2004,3826878,20988.99,0
Puerto Rico,2006,3805214,22935.94,0
Puerto Rico,2008,3760866,24898.33,0
Puerto Rico,2010,3721525,26435.75,0
Puerto Rico,2012,3634488,27944.73,2
Puerto Rico,2014,3534874,28981.46,0
Puerto Rico,2016,3406672,30627.16,1
Puerto Rico,2018,3193354,31615.07,0
Puerto Rico,2020,3281557,31427.43,1
Puerto Rico,2022,3220113,35268.08,0
Portugal,1984,9996232,2522.75,3
Portugal,1988,10019610,5623.7,1
Portugal,1992,9952494,10810.57,0
Portugal,1994,9991525,9977.32,0
Portugal,1996,10063945,12185.09,2
Portugal,1998,10160196,12199.21,0
Portugal,2000,10289898,11526.37,2
Portugal,2002,10419631,12936.69,0
Portugal,2004,10483861,18064.16,3
Portugal,2006,10522288,19839.45,0
Portugal,2008,10558177,24949.04,2
Portugal,2010,10573100,22520.64,0
Portugal,2012,10514844,20563.71,1
Portugal,2014,10401062,22103.7,0
Portugal,2016,10325452,19991.97,1
Portugal,2018,10283822,23562.55,0
Portugal,2020,10297081,22242.41,4
Portugal,2022,10409704,24515.27,0
Paraguay,1984,3437892,1309.66,0
Paraguay,1988,3844437,1106.97,0
Paraguay,1992,4277051,1673.45,0
Paraguay,1994,4495301,1750.94,0
Paraguay,1996,4711655,2077.48,0
Paraguay,1998,4923449,1880.89,0
Paraguay,2000,5123819,1728.34,0
Paraguay,2002,5286512,1361.25,0
Paraguay,2004,5416324,1776.93,1
Paraguay,2006,5534675,2426.42,0
Paraguay,2008,5645148,4360.43,0
Paraguay,2010,5768613,4725.73,0
Paraguay,2012,5923322,5617.1,0
Paraguay,2014,6090721,6629.42,0
Paraguay,2016,6266615,5759.04,0
Paraguay,2018,6443328,6242.96,0
Paraguay,2020,6618695,5353.35,0
Paraguay,2022,6780744,6187.07,0
Qatar,1984,348241,19252.17,0
Qatar,1988,412142,14650.74,0
Qatar,1992,471293,16223.78,1
Qatar,1994,500683,14728.78,0
Qatar,1996,529265,17116.83,0
Qatar,1998,580997,17651.55,0
Qatar,2000,645937,27494.77,1
Qatar,2002,713186,27151.03,0
Qatar,2004,777943,40792.28,0
Qatar,2006,1015060,59978.86,0
Qatar,2008,1444277,79811.6,0
Qatar,2010,1713504,73021.31,0
Qatar,2012,1905660,98041.36,2
Qatar,2014,2214465,93126.15,0
Qatar,2016,2595166,58467.24,1
Qatar,2018,2766732,66264.08,0
Qatar,2020,2760385,52315.66,3
Qatar,2022,2695122,87480.42,0
Romania,1984,22640547,,53
Romania,1988,23057662,1753.19,24
Romania,1992,22794284,1102.1,18
Romania,1994,22730211,1323.03,0
Romania,1996,22619004,1633.01,20
Romania,1998,22507344,1852.55,0
Romania,2000,22442971,1659.93,26
Romania,2002,21730496,2119.86,0
Romania,2004,21451748,3494.99,19
Romania,2006,21193760,5757.53,0
Romania,2008,20537875,10435.22,9
Romania,2010,20246871,8397.81,0
Romania,2012,20058035,8930.73,7
Romania,2014,19908979,10031.34,0
Romania,2016,19702267,9404.38,4
Romania,2018,19473970,12494.42,0
Romania,2020,19265250,13047.46,4
Romania,2022,19047009,15692.31,0
Russian Federation,1984,142745000,,0
Russian Federation,1988,146857000,3778.02,0
Russian Federation,1992,148538197,3098.8,0
Russian Federation,1994,148407912,2662.1,23
Russian Federation,1996,148160129,2643.93,63
Russian Federation,1998,147670784,1834.86,18
Russian Federation,2000,146596869,1771.59,89
Russian Federation,2002,145306497,2377.53,13
Russian Federation,2004,144067316,4102.36,90
Russian Federation,2006,143049637,6920.2,22
Russian Federation,2008,142742366,11635.28,60
Russian Federation,2010,142849468,10674.99,15
Russian Federation,2012,143378447,15401.85,65
Russian Federation,2014,144237223,14055.47,29
Russian Federation,2016,145015460,8663.16,56
Russian Federation,2018,145398106,11211.89,0
Russian Federation,2020,145245148,10108.33,0
Russian Federation,2022,144236933,15445.24,0
Rwanda,1984,6056729,262.09,0
Rwanda,1988,6953975,344.48,0
Rwanda,1992,7657208,264.98,0
Rwanda,1994,6732665,111.94,0
Rwanda,1996,6715510,205.84,0
Rwanda,1998,7914645,251.35,0
Rwanda,2000,8109989,255.1,0
Rwanda,2002,8372306,234.82,0
Rwanda,2004,8791853,270.31,0
Rwanda,2006,9270066,358.12,0
Rwanda,2008,9781996,529.53,0
Rwanda,2010,10309031,594.12,0
Rwanda,2012,10840334,706.14,0
Rwanda,2014,11368451,724.72,0
Rwanda,2016,11930899,728.8,0
Rwanda,2018,12531808,769.08,0
Rwanda,2020,13146362,773.93,0
Rwanda,2022,13776698,966.57,0
Sudan,1984,19165837,439.55,0
Sudan,1988,20453819,568.79,0
Sudan,1992,21780059,263.0,0
Sudan,1994,22703631,459.44,0
Sudan,1996,23862258,307.82,0
Sudan,1998,25029144,366.12,0
Sudan,2000,26298773,378.16,0
Sudan,2002,27570318,529.45,0
Sudan,2004,28831550,737.12,0
Sudan,2006,30332968,1179.9,0
Sudan,2008,32065241,1585.58,1
Sudan,2010,33739933,1356.89,0
Sudan,2012,35159792,1070.34,0
Sudan,2014,37003245,1338.17,0
Sudan,2016,39377169,1082.62,0
Sudan,2018,41999059,769.87,0
Sudan,2020,44440486,608.33,0
Sudan,2022,46874204,1102.25,0
Senegal,1984,6341801,549.55,0
Senegal,1988,7113636,902.27,1
Senegal,1992,7974514,974.33,0
Senegal,1994,8416997,598.15,0
Senegal,1996,8843423,741.76,0
Senegal,1998,9261526,702.43,0
Senegal,2000,9704287,619.64,0
Senegal,2002,10180950,688.19,0
Senegal,2004,10698691,941.87,0
Senegal,2006,11263387,1038.58,0
Senegal,2008,11872929,1419.53,0
Senegal,2010,12530121,1286.6,0
Senegal,2012,13231833,1334.73,0
Senegal,2014,13970308,1417.09,0
Senegal,2016,14751356,1290.75,0
Senegal,2018,15574909,1484.23,0
Senegal,2020,16436120,1492.48,0
Senegal,2022,17316449,1594.99,0
Singapore,1984,2732221,7228.32,0
Singapore,1988,2846108,8914.44,0
Singapore,1992,3230698,16136.24,0
Singapore,1994,3419048,21552.41,0
Singapore,1996,3670704,26232.87,0
Singapore,1998,3927213,21829.27,0
Singapore,2000,4027887,23852.84,0
Singapore,2002,4175950,22159.84,0
Singapore,2004,4166664,27608.08,0
Singapore,2006,4401365,33768.45,0
Singapore,2008,4839396,40008.57,1
Singapore,2010,5076732,47236.68,0
Singapore,2012,5312437,55547.56,2
Singapore,2014,5469724,57564.8,0
Singapore,2016,5607283,56899.92,1
Singapore,2018,5638676,66840.64,0
Singapore,2020,5685807,61466.8,0
Singapore,2022,5637022,88428.7,0
Solomon Islands,1984,267913,677.72,0
Solomon Islands,1988,305132,578.42,0
Solomon Islands,1992,343916,782.27,0
Solomon Islands,1994,364505,1105.16,0
Solomon Islands,1996,386069,1322.53,0
Solomon Islands,1998,408145,1121.12,0
Solomon Islands,2000,429978,976.43,0
Solomon Islands,2002,450760,768.49,0
Solomon Islands,2004,471785,991.99,0
Solomon Islands,2006,493430,1250.95,0
Solomon Islands,2008,516001,1504.53,0
Solomon Islands,2010,540394,1662.0,0
Solomon Islands,2012,567763,2087.52,0
Solomon Islands,2014,597375,2235.73,0
Solomon Islands,2016,628102,2196.28,0
Solomon Islands,2018,659249,2450.48,0
Solomon Islands,2020,691191,2222.46,0
Solomon Islands,2022,724273,2162.67,0
Sierra Leone,1984,3666262,296.61,0
Sierra Leone,1988,4056215,260.12,0
Sierra Leone,1992,4301566,158.08,0
Sierra Leone,1994,4314953,211.34,0
Sierra Leone,1996,4347370,216.62,0
Sierra Leone,1998,4449975,151.1,0
Sierra Leone,2000,4584067,138.71,0
Sierra Leone,2002,5140113,240.51,0
Sierra Leone,2004,5533329,258.47,0
Sierra Leone,2006,5809774,320.51,0
Sierra Leone,2008,6090860,402.55,0
Sierra Leone,2010,6436698,400.54,0
Sierra Leone,2012,6788587,558.18,0
Sierra Leone,2014,7140688,702.34,0
Sierra Leone,2016,7493913,515.45,0
Sierra Leone,2018,7861281,519.65,0
Sierra Leone,2020,8233970,493.43,0
Sierra Leone,2022,8605718,475.8,0
El Salvador,1984,4782219,765.69,0
El Salvador,1988,5170440,810.35,0
El Salvador,1992,5552206,1047.04,0
El Salvador,1994,5693038,1348.91,0
El Salvador,1996,5797140,1653.63,0
El Salvador,1998,5885083,1858.37,0
El Salvador,2000,5958482,1977.84,0
El Salvador,2002,6011275,2106.74,0
El Salvador,2004,6035655,2273.96,0
El Salvador,2006,6034436,2651.43,0
El Salvador,2008,6068099,2964.17,0
El Salvador,2010,6114034,3017.31,0
El Salvador,2012,6161289,3471.05,0
El Salvador,2014,6209526,3638.52,0
El Salvador,2016,6250510,3870.31,0
El Salvador,2018,6276342,4145.86,0
El Salvador,2020,6292731,3960.31,0
El Salvador,2022,6336392,5048.44,0
San Marino,1984,22096,,0
San Marino,1988,22542,,0
San Marino,1992,23808,,0
San Marino,1994,24535,,0
San Marino,1996,25235,,0
San Marino,1998,25997,,0
San Marino,2000,26823,37473.79,0
San Marino,2002,27969,41770.15,0
San Marino,2004,29093,59249.65,0
San Marino,2006,29959,63692.62,0
San Marino,2008,30700,77962.14,0
San Marino,2010,31608,59516.32,0
San Marino,2012,33132,48433.57,0
San Marino,2014,33389,50133.61,0
San Marino,2016,33834,43398.43,0
San Marino,2018,34156,48464.52,0
San Marino,2020,34007,45321.49,3
San Marino,2022,33660,,0
Somalia,1984,6369020,123.64,0
Somalia,1988,7160461,146.86,0
Somalia,1992,6428141,110.34,0
Somalia,1994,6959828,212.82,0
Somalia,1996,7472450,239.85,0
Somalia,1998,8056862,367.64,0
Somalia,2000,8721465,391.31,0
Somalia,2002,9411103,232.99,0
Somalia,2004,10117354,381.48,0
Somalia,2006,10784973,466.09,0
Somalia,2008,11444870,516.7,0
Somalia,2010,12026649,223.49,0
Somalia,2012,12440326,324.89,0
Somalia,2014,13309235,491.19,0
Somalia,2016,14292847,517.1,0
Somalia,2018,15411094,537.16,0
Somalia,2020,16537016,556.58,0
Somalia,2022,17597511,592.1,0
Serbia,1984,7489000,,0
Serbia,1988,7572000,,0
Serbia,1992,7646424,,0
Serbia,1994,7734639,2624.83,0
Serbia,1996,7617794,2864.08,0
Serbia,1998,7567745,2571.17,0
Serbia,2000,7516346,914.79,0
Serbia,2002,7496522,2283.85,0
Serbia,2004,7463157,3502.8,0
Serbia,2006,7411569,4382.62,0
Serbia,2008,7350222,7101.04,3
Serbia,2010,7291436,5735.42,0
Serbia,2012,7199077,6015.95,4
Serbia,2014,7130576,6600.06,0
Serbia,2016,7058322,5765.2,8
Serbia,2018,6982604,7252.4,0
Serbia,2020,6899126,7733.8,9
Serbia,2022,6664449,9537.68,0
South Sudan,1984,4603039,,0
South Sudan,1988,4814879,,0
South Sudan,1992,4956969,,0
South Sudan,1994,5142863,,0
South Sudan,1996,5434894,,0
South Sudan,1998,5699436,,0
South Sudan,2000,6114440,,0
South Sudan,2002,6686100,,0
South Sudan,2004,7317118,,0
South Sudan,2006,8029517,,0
South Sudan,2008,8823888,1653.04,0
South Sudan,2010,9714419,1503.13,0
South Sudan,2012,10701604,1114.92,0
South Sudan,2014,11213284,1245.15,0
South Sudan,2016,11066105,,0
South Sudan,2018,10395329,,0
South Sudan,2020,10606227,,0
South Sudan,2022,10913164,,0
Suriname,1984,382617,2258.13,0
Suriname,1988,402139,2887.06,1
Suriname,1992,419521,964.43,1
